,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description
255,No info,-1,3,2040,196,94,Chemin de Maillefer 16,1018,Lausanne,46.541294,6.6316978,0,0,0,0,0,0,0,1,0,0,"<p>Cet appartement située au chemin de Maillefer 16 vous apportera confort et sécurité, dans un cadre de verdure à proximité de la promenade de Sauvabelin et à quelques minutes de toutes les commodités. <br><br>Idéalement située à proximité directe des commerces, tels que Denner, Coop, Migros ainsi que de toutes les commodités, elle est aussi proche des hôpitaux et des établissements médicaux-sociaux contribuant au bien-être des demandeurs.<br><br>La conception de cet appartement permet une liberté de mouvement idéale et favorise une indépendance de vie optimale et est également adapté pour les personnes à mobilité réduite ou valides.<br><br>Ce logement autonome mais non-protégé répond aux dernières normes et exigences en vigueur, définies par l'Etat de Vaud aux plans énergétique et d'accessibilité<br>(équivalent Minergie non-labellisé + SIA 500).</p>"
256,avril 2020										</span>,-1,1,-1,170,-1,Chemin de la Colline 6,1007,Lausanne,46.5216361,6.6123877,1,1,1,1,1,0,0,0,0,0,"<p>hall, séjour, une chambre à coucher, cuisine, salle d'eau/wc</p>"
257,maintenant										</span>,-1,7,1450,260,80,Rue du Bugnon 55,1020,Renens,46.5394301,6.5960145,2,1,1,2,1,1,0,0,0,0,"<p>Situé dans un quartier familial, calme et verdoyant. Proche des transports publics et des axes autoroutiers, il est également entouré d'écoles, d'aires de jeux ainsi que de garderies.<br>Ce logement comprend : hall d'entrée, deux chambres, séjour, cuisine agencée, salle de bains, WC séparés et balcon.<br> <br> Pour les visites, contacter la concierge Mme PELLICCIONE du lundi au vendredi de 8h00 à 18h00 (appt no 774) <br></p>"
258,maintenant										</span>,-1,5,1950,175,88,Rue de la Tour 33,1004,Lausanne,46.5237659,6.6281027,1,1,1,3,0,0,1,0,0,0,"<p>Immeuble situé au centre-ville, entre deux rues piétonnes et marchandes, proche de toutes commodités.<br>Comprenant : séjour avec cheminée, salle à manger avec cuisine ouverte, WC/séparé, petite chambre avec salle de bains/WC et cave.</p>"
259,No info,1955,2,1290,200,48,,,-1,46.526199,6.6105349,0,0,0,0,0,0,0,0,0,0,"<p><b>Situation</b><br>Dans un quartier centré, vous apprécierez la proximité de tous les commerces et services principaux, accessible à pied.<br><br><b>Descriptif du logement</b><br>Le logement vous séduira par son dégagement sur le lac ainsi que pour la répartition intelligente des espaces. Ce logement présente en outre les aménagements suivants:</p>"
260,maintenant										</span>,1961,3,1850,300,104,Chemin de la Roche 8,1020,Renens,46.5313475,6.5974471,3,1,1,1,1,1,1,0,0,0,"<p>Cet appartement se trouve à la frontière de Prilly et à 7 minutes seulement du centre de Lausanne. Il se compose de: <br><br>- Cuisine agencée fermée<br>- Grand séjour avec accès balcon<br>- Salle de bain<br>- WC-séparés<br>- 3 Chambres à coucher avec du parquet <br>- Hall avec armoires murales<br>- Ascenseur <br>- Cave <br><br>Vous trouverez à proximité une Migros, une boulangerie/Tea-Room, un Denner ou encore une pharmacie. <br><br>Une place de parc extérieure est disponible à la location pour un loyer de CHF100.00.<br><br>Avons-nous éveillé votre intérêt? Nous restons à votre disposition pour toutes éventuelles questions.</p>"
261,No info,1900,3,2022,300,89,,,-1,46.5252404,6.6209126,2,1,1,3,2,1,1,0,0,0,"<p>Idéalement situé proche du centre-ville, à deux pas du parc de Valency ainsi que de Chauderon et de toutes ses commodités, telles Parkings, Métros, LEB, etc.<br><br>Pour les visites, merci de prendre contact après 18h00 ave le locataire actuel : M. Guenot. <br><br>Bail à reprendre au 01.04.2020 ! <br><br>Ce logement de 3.5 pièces de 89 m2 est aménagé au 3ème étage d'un immeuble de caractère érigé en 1898 et bénéficie donc de beaux espaces et de hauts plafonds. <br><br>Bien qu'implanté le long de l’avenue d’Echallens, cet appartement ne souffre pas de nuisances sonores grâce notamment à la qualité de ses vitrages.<br><br>Distribution<br>- 1 hall de distribution avec niche, armoires murales et penderie,<br>- 1 vaste séjour,<br>- 1 chambre orientée Sud avec accès au balcon,<br>- 1 chambre orientée Nord,<br>- 1 grande cuisine agencée et habitable,<br>- 1 salle-de-bains avec baignoire/WC/lavabo,<br>- 1 WC visiteurs,<br>- 1 cave en sous-sol.<br><br>BAIL DE DUREE DETERMINEE DE 5 ANS. POSSIBILITES DE RESILIATION PAR LE LOCATAIRE PENDANT LA DUREE FIXE.<br><br>Possibilté de louer une place de parc en sus.</p>"
262,maintenant										</span>,1970,2,1070,125,44,Chemin de Boissonnet 77,1010,Lausanne,46.5412,6.6418506,0,0,1,2,0,1,0,0,0,0,"<p>facile d'accès, proche de l'axe autoroutier et du lac de Sauvabelin,<br>cuisine agencée, salle de bains-WC, balcon.</p>"
263,No info,-1,4,2150,151,-1,Rovéréaz 14,1012,Lausanne,46.5276468,6.6532874,2,1,1,1,1,1,0,0,0,0,"<p>Charmant appartement idéalement situé, à louer de suite ou date à convenir<br><br>L'appartement se compose comme suit : hall, cuisine entièrement agencée/équipée, 2 chambres à coucher (parquet), un grand salon donnant sur le balcon, 1 salle de bain et 1 WC séparé.<br><br>L'immeuble est doté d'un digicode et la buanderie est commune. <br>Le quartier de Chailly est idéal pour les familles, car les écoles, commerces places de jeu, transports publics sont à 3 minutes à pieds.Le centre ville et la gare de Lausanne sont accessibles en 15 min.<br><br>Pour les visites : appeler la concierge<br><br>Loyer CHF 1999.- + CHF 151.- de charges /mois<br><br>Seuls les dossiers complets seront traités :<br>formulaire d'inscription dûment rempli (disponible sur place ou sur notre site internet www.guedon.ch);<br>copie carte d'identité ou permis de séjour valable (B ou C);<br>attestation de l'office des poursuites (moins de 3 mois);<br>3 dernières fiches de salaire;<br>copie police d'assurance RC.</p>"
264,No info,1963,-1,1190,95,50,Rue de la Combette 24,1008,Prilly,46.5301937,6.6032264,0,0,0,0,0,0,0,0,0,0,"<p>Cet appartement est situé dans un quartier calme, proche de toutes les commodités et des transports publics. Ce dernier vous offre l'équipement suivant :</p>"
265,No info,-1,0,1460,240,68,Avenue de Cour 8,1007,Lausanne,46.5124383,6.6251328,0,0,0,0,0,0,0,0,0,0,"<p>Appartement 2.5 pièces au rez-de-chaussée d'environ 68 m2 situé dans un immeuble classé historique, ce logement saura vous séduire par son vieux parquet et ses hauts plafonds.<br><br>Il se compose comme suit:</p>"
266,avril 2020										</span>,-1,2,1410,130,21,Chemin de Boissonnet 96,1010,Lausanne,46.5407502,6.6413013,0,0,1,2,1,0,1,0,0,0,"<p>hall avec armoires murales, pièce principale, cuisine agencée ouverte sur la pièce principale, salle de douche/WC et cave. Possibilité de louer une place de parc extérieure en sus.</p>"
267,mars 2020										</span>,-1,4,1350,130,51,Route de Chavannes,1007,Lausanne,46.5201065,6.5965869,1,0,1,2,1,1,0,0,0,0,"<p>Appartement de 2.5 pièces au 4ème étage comprenant ; 1 hall, 1 cuisine agencée et équipée entiérement rénovée, 1 chambre avec armoires murales, 1 salle-de-bains/WC et 1 salon avec balcon</p>"
268,avril 2020										</span>,-1,4,3000,200,95,Rue Bellefontaine 2,1003,Lausanne,46.516449,6.6380107,1,0,1,2,1,0,0,1,0,0,"<p>Dans un superbe immeuble de 1930 situé au coeur de la ville et à deux pas du beau Parc Mon Repos. Il est à 200 m des arrêts de bus, des commerces et de la gare CFF, également à 800 m du métro M1 et du parking public Bellefontaine.<br>Comprenant :<br> <br> Hall <br> Cuisine agencée avec lave-vaisselle <br> Salon <br> Deux chambres <br> Salle de bains-baignoire/wc <br> Réduit<br> Lave et sèche-linge <br></p>"
269,mars 2020										</span>,-1,0,450,75,11,Avenue Marc-Dufour 38-38 Bis,1007,Lausanne,46.5183471,6.6157115,1,0,0,0,0,0,0,0,0,0,"<p>1 chambre, lavabo-douche.</p>"
270,mars 2020										</span>,-1,0,1550,250,64,Route Aloys-Fauquez,1018,Lausanne,46.5330274,6.6312395,2,1,1,2,1,0,0,1,0,0,"<p>Spacieux logement de 3,5 pièces avec cuisine agencée/équipée, un grand hall avec un réduit+armoires murales, 1 séjour, 2 chambres, 1 WC séparé+1 salle-de-bains<br><br>Les charges mentionnées, ci-dessus, sont composées comme suit :<br>CHF 150.- de charges<br>CHF 100.- de frais accessoires</p>"
271,No info,-1,2,940,150,23,,,-1,46.5174097,6.6448824,0,1,1,2,1,0,0,0,0,0,"<p>A louer studio, au 3ème étage dans immeuble avec ascenseur, comprenant:<br><br>- hall avec armoire murale,<br>- pièce principale avec coin-cuisinette (frigo, cuisinière vitrocram, hotte de ventilation)<br>- salle de bains/WC/lavabo.<br><br>Appartement entièrement rénové.<br><br>Dans un quartier calme, proche de toutes commodités. Un arrêt de bus se trouve à 1 minute à pied. <br><br>Disponible de suite ou à convenir<br><br>Votre dossier d'inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l'éventuel garant :<br><br>- Demande d'inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l'Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d'identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax, ni de mail)</p>"
272,No info,1971,0,2020,395,98,,,-1,46.5327052,6.6546477,2,1,1,2,0,1,0,0,0,0,"<p><br><b>Dans un bâtiment de standing minergie, rénové en 2014. Proche des commodités et des écoles </b><br><br><br>Spacieux logement avec cuisine entièrement équipée ouverte sur un grand séjour<br><br>2 chambres<br><br>salle de bains avec baignoire, douche et emplacement pour une colonne de lavage<br><br>wc séparé<br><br>balcon<br><br><br>places de parc intérieures ou extérieures disponibles, en sus <br>Nous mettons également à disposition une place de jeux entretenue pour les enfants dans un cadre agréable.<br><br><br>Cette annonce a éveillé votre intérêt alors n'hésitez pas à contacter le concierge<br><br>Photos et plan non contractuelles</p>"
273,maintenant										</span>,1962,1,1500,150,63,Chemin de Sous-Mont 10,1008,Prilly,46.5382456,6.6086663,2,1,1,2,1,1,1,0,0,0,"<p>Cet immeuble à l'isolation performante est situé dans les hauts de Prilly et bénéficie d'un ascenseur. Le LEB à destination du centre de Lausanne est à 5 minutes à pieds ainsi que l'école enfantine. Les centres commerciaux de l'ouest lausannois sont facilement accessibles de même que l'autoroute. <br>Comprenant : hall, séjour, deux chambres, cuisine, salle de bains/WC, balcon et cave.</p>"
274,maintenant										</span>,1932,2,1490,160,-1,Chemin Benjamin-Dumur  2,1004,Lausanne,46.5319255,6.6112162,0,1,1,1,1,1,0,0,0,0,"<p>Bel immeuble bien situé à la limite de la Commune de Prilly. Proche du LEB et à environ 20 métres de l'arrêt de bus Valency.<br>Ce logement comprend, un hall, un séjour, une salle de bains moderne, une cuisine entièrement équipée et un grand balcon.</p>"
275,maintenant										</span>,-1,-1,-1,105,43,Chemin du Couchant 46,1007,Lausanne,46.5210296,6.6068779,0,0,0,0,0,1,0,0,0,0,"<p>Somptueux loft avec magnifique terrasse plein sud, vue à couper le souffle sur le lac et les montagnes.<br>Possibilité d'une place de parc intérieure.<br>Disponible à convenir</p>"
276,maintenant										</span>,-1,-1,1710,90,-1,,,-1,46.5313732,6.6576811,2,0,1,1,1,2,1,0,0,0,"<p>Appartement situé dans un petit immeuble. Quartier tranquille. Proche du centre de Chailly. Cet objet comprend : hall, salon, cuisine agencée ouverte, 2 chambres, douche/WC, grande terrasse avec jardin, cave. Charges en sus à Fr. 90.00.</p>"
277,mai 2020										</span>,-1,4,3861,200,102,Avenue des Figuiers 13,1007,Lausanne,46.5166595,6.6096285,3,1,1,4,1,2,0,0,0,0,"<p>Immeuble proche de toutes commodités et à deux pas du bord du lac.<br>Grand appartement de 4.5 pièces au 4ème étage, comprenant un hall, une cuisine entièrement agencée et équipée ouverte sur un vaste séjour, 3 chambres, dont une avec dressing, salle de bains/wc, salle de douche/wc et balcon-terrasse avec une magnifique vue sur le lac. Places de parc intérieures et extérieures à disposition</p>"
278,maintenant										</span>,-1,1,1210,110,42,Chemin de Boissonnet 68,1010,Lausanne,46.5413022,6.6430532,1,1,1,2,1,1,1,0,0,0,"<p>Appartement de 2 pièces, d'environ 42m2, au 1er étage d'un agréable immeuble.<br><br>Situé a proximité de la sortie d''autoroute ""Lausanne-Vennes"" et à deux pas des transports en commun, ce charmant appartement est facile d'accès.<br><br>Il se compose comme suit:<br><br>- Hall d'entrée avec armoire murale<br>- Séjour<br>- Une chambre à coucher<br>- Cuisine agencée <br>- Salle de bains / WC<br>- Balcon<br><br>Une cave vient agréablement compléter ce bien.</p>"
279,maintenant										</span>,-1,4,2500,-1,60,Passage Belle-Rose 3,1005,Lausanne,46.5186933,6.6393185,2,0,1,2,0,1,0,0,0,0,"<p>Très bel appartement meublé ensoleillé de 3 pièces au 5ème étage, d'environ 60m2, avec balcon et vue sur le lac.<br><br>Il est situé au centre-ville, proche de toutes les commodités.<br>Vous trouverez à 300 mètres de l'immeuble, l'arrêt de bus ""Georgette"" avec entre autre le bus N° 9 qui vous emmènera vers la Place St-François.<br><br>Comprenant:<br><br>- une entrée<br>- un salon<br>- une cuisine totalement équipée<br>- deux chambres<br>- une salle-de-bains<br>- un WC séparé<br><br>Une colonne de lavage (une machine à laver et un sèche-linge) est mise à disposition dans l'appartement.<br><br>Loyer : CHF 2'500.00 + CHF 150.00 de charges forfaitaires.<br><br>L'appartement est disponible à partir du 1er février 2020.<br><br>VISITES: Merci de contacter la Régie Duboux ou.</p>"
280,maintenant										</span>,2012,5,2900,-1,-1,Rue de la pontaise 10,1018,Lausanne,46.5291321,6.6305499,0,0,0,0,0,0,0,0,0,0,<p></p>
281,No info,-1,2,1640,190,61,Rue du Simplon 12,1006,Lausanne,46.5158558,6.6308135,1,1,1,1,0,0,0,0,0,0,"<p>Rue du Simplon 12 à Lausanne <br><br>Magnifique et spacieux 2 pièces de 61m2<br><br>Vous avez l’avantage de vivre dans une rue tranquille avec commerces, centre sportif, restaurants, transports etc. à quelques pas.<br><br>Le logement comprend un séjour, une cuisine équipée ouverte, armoires murales, salle-dé-bains/wc et une chambre.</p>"
282,maintenant										</span>,1969,1,1380,150,75,,,-1,46.5318668,6.6326861,2,2,1,2,1,1,0,0,0,0,"<p>Faisant parti d'un joli complexe, ce bel appartement de 3 pièces est proposé à la location pour un contrat à durée fixe.<br><br>Idéalement situé à proximité des commodités, de la ville, de l'autoroute, et des écoles secondaires et enfantines.<br><br>Cet objet – qui est proposé à la location pour une durée déterminée jusqu'au 28.02.2021 – se compose de la manière suivante.<br><br>1 hall d'entrée avec armoires murales<br>1 séjour lumineux avec balcon<br>1 cuisine agencée habitable fermée<br>2 chambres<br>1 salle-de-bains et 1 WC séparé<br><br>En cas d'intérêt pour cet objet, merci de nous faire parvenir les documents suivants :<br><br>- Demande de location (www.wincasa.ch)<br>- Copie de la carte d'identité ou du permis de séjour<br>- Copie de l'extrait de l'Office des poursuites <br>- 3 dernières fiches de salaires<br><br>Ne seront pris en considération que les dossiers complets.</p>"
283,maintenant										</span>,1953,3,1590,210,-1,Avenue du 1er Mai 4,1020,Renens,46.5403025,6.5820533,2,1,1,2,1,1,0,0,0,0,"<p>Immeuble situé dans un quarter calme de Renens.<br>Le logement est composé d'un séjour, de deux chambres, d'un hall avec un armoir murale, d'une cuisine agencée, d'une salle de bains avec WC ainsi que d'un balcon.</p>"
284,No info,-1,2,1350,175,60,Avenue de Sévery 4,1004,Lausanne,46.5278131,6.6120021,1,0,1,2,1,1,1,0,0,0,"<p>L'appartement est situé dans un quartier calme, proche des transports publics et des commerces. Il se compose de la manière suivante :<br><br>Salon avec parquet au sol et balcon <br>Chambre avec parquet au sol <br>Cuisine (fermée) récente<br>Hall d'entrée<br>Salle de bains avec baignoire et wc récente <br>Cave (à bien plaire)<br><br>Une visite groupée est prévue le lundi 24 février 2020 de 18h00 à 20h00<br><br>En cas d'intérêt, merci de bien vouloir nous transmettre :</p>"
285,maintenant										</span>,-1,3,1620,80,67,Avenue de Chailly 19,1012,Lausanne,46.5251647,6.6527744,0,0,0,0,0,1,0,0,0,0,<p>Balcon - A proximité des écoles - A proximité des commerces - A proximité transp. publics</p>
286,No info,-1,2,2800,405,138,Avenue de Valmont 18,1010,Lausanne,46.5374327,6.6578051,3,1,1,3,1,1,0,0,0,0,"<p>Magnifique appartement de 5 pièces d'environ 138m2 à Lausanne. Lumineux.<br><br>Proches de toutes les commodités et des transports en communs. Le CHUV se trouve à 12 minutes en transports.<br><br>Les lignes de bus 6, 41,65,75 se situent à 450 mètres. La résidence dispose d'une piscine privée, accessible à tous les habitants moyennant un abonnement selon tarifs.<br><br>Il se compose comme suit : <br><br>Hall d'entrée avec armoires murales, cuisine entièrement équipée, spacieux séjour, salle à manger, 3 chambres à coucher, 1 salle-de-bains/WC, 1 WC séparé, long balcon.<br><br>Des places de parc peuvent être louées en sus.</p>"
287,avril 2020										</span>,-1,8,1950,150,64,,,-1,46.5370396,6.6105774,0,0,1,2,0,3,0,0,1,0,"<p>Entrée, cuisine ouverte avec coin à manger, frigo, cuisinière électrique, hotte, salle de bains, WC séparés, deux balcons. Cet appartement situé au dernier étage bénéficie de l'accès d'une terrasse privative sur toiture d'environ 130m2. Réservé : un contrat est en cours pour cet objet.</p>"
288,maintenant										</span>,-1,4,3200,-1,98,Avenue Mon-Repos 30,1005,Lausanne,46.5182644,6.6419327,2,1,1,2,1,2,0,0,0,0,"<p>Appartement de 3.5 pièces à louer en plein centre-ville de Lausanne. <br>A deux pas du parc de Mon-Repos. <br>Il est situé proche de toutes commodités et des transports en commun.<br><br>Il est composé comme suit ; <br><br>- Vaste hall d'entrée avec armoire murale <br>- Séjour <br>- Cuisine agencée avec balconnet <br>- 2 chambres à coucher dont une avec balcon <br>- Salle-de-bains <br>- WC séparé<br><br>A proximité : <br>- Métro (arrêt Bessières à 3')<br>- Coop (3')<br>- Fitness (3')<br>- Nombreux restaurants<br>- Divers commerces<br>- Gare (15')<br>- Piscine (2')<br>- Parc de Mon-Repos (1')<br>- Place de l'Europe (10')<br>- Place St-François avec ses nombreuses lignes de bus (5')<br><br>Loyer de Frs. 3'200.- + Frs. 220.- d'acompte de charges. <br><br>Visites et renseignements : Bernard Nicod SA, M. ARSLLANI</p>"
289,maintenant										</span>,-1,2,1280,100,49,,,-1,46.5215459,6.6095442,0,0,1,2,0,1,0,0,1,0,"<p>Entrée dégagement, cuisine fermée, frigo, salle de bains/WC, balcon.</p>"
290,No info,1991,4,1730,360,85,Rue de Lausanne 73a,1020,Renens,46.5318127,6.5941391,2,1,1,1,1,1,0,0,0,0,"<p>Lumineux et spacieux logement comprenant : <br><br>- Hall d'entrée <br>- Cuisine agencée<br>- Séjour avec balcon<br>- 2 Chambre avec parquet<br>- Salle-de-bains<br><br>Photos illustratives.<br>Visite virtuelle : https://kuula.co/share/collection/7lqMr?fs=1&amp;vr=1&amp;zoom=1&amp;thumbs=1&amp;chromeless=1&amp;logo=-1<br><br>Pour une visite du logement, veuillez contacter le service de conciergerie<br><br><br>En cas d'intérêt, merci de nous faire parvenir les documents suivants :<br><br>- Demande de location (www.wincasa.ch)<br>- Copie de la pièce d'identité<br>- Copie de l'extrait de l'Office des poursuites (moins de 2 mois)<br>- Copie des 3 dernières fiches de salaires</p>"
291,No info,1962,1,1271,160,44,Route Aloys-Fauquez 60,1018,Lausanne,46.5350622,6.6336087,1,1,1,1,1,0,1,0,0,0,"<p>L'appartement est proche des transports publics, des accès autoroutiers et des commerces, il se compose de la manière suivante :<br><br>Séjour et chambre avec parquet <br>Cuisine fermée, rénovée et agencée<br>Salle de bains avec baignoire (entièrement rénovée)<br>Hall d'entrée avec armoires murales<br>Cave (à bien plaire)<br><br>Pour visiter l'objet, merci de prendre contact avec nos services, les jours ouvrables entre 08h00 et 17h00.<br><br>En cas d'intérêt, merci de bien vouloir nous transmettre :</p>"
292,maintenant										</span>,1986,4,1620,280,81,Chemin des Bossons 3BIS,1018,Lausanne,46.5357926,6.6209731,2,1,1,2,1,1,0,0,0,0,"<p>Situé au centre-ville dans un quartier familial, idéal pour un couple ou étudiant, à proximité des commerces, des écoles, d'une garderie, d'une aire de jeux, d'un centre sportif, ainsi que des transports en commun et d'un accès autoroutier.<br>Ce logement comprend : hall d'entrée, deux chambres, séjour, cuisine agencée, salle de bains, WC-séparés et balcon.<br> <br> Pour les visites, contacter le concierge M. NASTASI du lundi au vendredi de 8h00 à 18h00 (appt no 41)<br></p>"
293,maintenant										</span>,-1,-1,1300,-1,100,Rue de Bassenges 1,1024,Ecublens,46.5289365,6.565703,1,1,1,0,1,0,0,0,0,0,"<p>A louer - Appartement de 4.5 pièces à Ecublens proche du métro et de divers commerces. A proximité de l'UNIL et de l'EPFL.<br>Appartement composé d'un hall, de trois chambres, d'une salle-de-douches, d'une cuisine non-chauffée et d'un séjour.<br>La location est de durée déterminée jusqu'au 30 juin 2020.<br><br>Pour les visites, nous vous prions de bien vouloir nous contacter</p>"
294,No info,-1,1,2250,-1,-1,Avenue de Beaumont 12,1012,Lausanne,46.5241205,6.6457295,0,0,0,0,0,0,0,0,0,0,<p></p>
295,avril 2020										</span>,-1,1,2500,200,102,Chemin des Croix-Rouges 22,1007,Lausanne,46.5204222,6.6203051,1,0,1,3,0,1,1,0,0,0,"<p>Appartement de ~102m2 comprenant entrée, dégagement, couloir avec avec armoires encastrées, cuisine entièrement agencée, quatre chambres et salon avec parquet, salle-de-bains/WC, WC séparé, balcon et cave. Garage/box disponible à CHF 200.-/mois</p>"
296,maintenant										</span>,1968,5,1600,245,61,,,-1,46.5317819,6.6530217,2,2,1,2,1,1,1,0,0,0,"<p>Appartement de 3,5 pièces composé comme suit :<br><br>- Hall avec armoires murales,<br>- Cuisine agencée avec frigo et cuisinière,<br>- Salle de bains/WC,<br>- Séjour et salle à manger,<br>- 2 chambres,<br>- Balcon avec vue dégagée,<br>- Cave.<br><br>Disponible de suite.<br><br>Travaux prévus : Réfection complète des peintures<br><br>Possibilité de louer une/des place/s de parc extérieure/s<br><br>BAIL FIXE DE DURÉE DÉTERMINÉE DE 5 ANS, AVEC POSSIBILITÉS DE RESILIATION UNILATÉRALE PAR LE LOCATAIRE.<br><br>Votre dossier d’inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br><br>- Demande d’inscription dûment remplie, datée et signée (à télécharger sur notre site internet : www.realestate.apleona.ch),<br>- Copie de vos 3 dernières fiches de salaire,<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois,<br>- Copie de votre pièce d’identité (si nationalité suisse) ou permis de séjour.<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax, ni de mail).</p>"
297,mars 2020										</span>,1950,1,1415,200,53,Rte de Prilly 7,1004,Lausanne,46.5314805,6.6106365,1,1,1,2,1,2,1,0,0,0,"<p>Dans un cadre verdoyant, superbe appartement de 2 pièces 53 m2 au 1er<br> étage, il se compose comme suit : <br><br>- un hall avec une armoire murale<br>- une cuisine agencée (cuisinière vitrocéram, hotte de ventilation, frigo avec compartiment de congélation) avec petit balcon, <br>- un séjour avec un balcon,<br>- une chambre à coucher, <br>- une salle de bains-WC, <br>- une cave. <br><br>L'immeuble est doté d'un interphone et d'un ascenseur. <br><br>A proximité des lignes TL et du LEB. Centre commerciale de Prilly à 5 minutes à pied. <br><br>Pour les visites prendre contact avec Madame Fornabaio<br><br><br><br>Si l'appartement vous intéresse, merci de nous envoyer les documents suivants :<br><br>- 3 dernières fiches salaire<br>- attestation de l'office des poursuites (délai 3 mois)<br>- 1 copie pièce d'identité<br>- demande d'inscription remplie<br><br>Responsable <br>Christine Udry<br><br></p>"
298,maintenant										</span>,-1,1,1030,160,31,Avenue de Valmont 20,1010,Lausanne,46.5376847,6.6586672,0,0,1,0,0,1,0,0,0,0,"<p><span style=""background-color: rgb(250, 250, 250);"">Cet appartement moderne de 1.5 pièces (31 m2) avec balcon dispose d'une cuisine agencée (frigo, four, vitrocéram, plan de travail en granit, etc.) et les sols sont en parquet. Ce logement possède également une armoire murale.<br><br>L'immeuble dispose d'un ascenseur et se situe dans un quartier calme dans lequel se trouve une piscine.<br><br>**********************************************<br><br>Visites: - Monsieur José Matias</span></p>"
299,No info,2013,-1,1900,-1,63,Avenue de France 98,1004,Lausanne,46.531484,6.6158335,2,2,1,2,1,1,1,0,0,0,"<p>Spacieux appartement de 2.5 pièces, d'env. 63m2 habitables, à quelques pas du centre-ville de Lausanne.<br><br>Proche de toutes les commodités et des transports en communs. L'arrêt de bus "" Dranse"", ligne 4 est à 2' à pieds. La gare du LEB "" montétant"" et le parc de Valency sont à 600 mètres ainsi que les bus lignes 9 et 21. <br><br>L'appartement se compose comme suit :<br><br>Hall d'entrée avec armoires murales<br><br>Séjour<br><br>Cuisine ouverte entièrement agencée<br><br>1 chambre à coucher<br><br>1 espace dressing ou bureau<br><br>1 salle-de-bains/WC avec possibilité d'installer une colonne de lavage<br><br>Agréable balcon d'env 12m2 avec vue sur le lac et accessible depuis le séjour et la chambre à coucher.<br><br>1 cave complète ce bien.<br><br>Détail loyer :<br><br>Loyer net : Frs. 1'900.-<br><br>Forfait charges : Frs. 200.-<br><br>Total : Frs. 2'100.-<br><br>Contact : M. Edon ARSLLANI</p>"
300,maintenant										</span>,-1,2,1350,190,57,Chemin des Peupliers 3A,1008,Prilly,46.5404361,6.6112554,0,0,0,0,0,0,0,0,0,0,<p>Tranquillité - Verdure - A proximité des écoles - A proximité transp. publics - - lave-vaisselle</p>
301,No info,-1,0,1820,119,58,Chemin de la Grangette 51h,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
302,No info,-1,0,1760,115,58,Chemin de la Grangette 51e,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
