,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description
430,No info,-1,-1,1820,170,75,Route de Villars-Tiercelin 2,1005,Lausanne,46.5190193,6.6413749,2,1,1,2,1,2,0,0,0,0,"<p>Ce bel appartement situé dans un environnement calme et verdoyant de Froideville se trouve à 10 minutes seulement du Mont-sur-Lausanne. Au 1er étage d'un immeuble récent, il dispose d'une terrasse pour profiter pleinement du soleil. Une place de jeux est également à disposition au sein de la propriété, ce logement est donc idéal pour une famille !<br><br>L'appartement comprend :<br><br>- Hall<br>- Séjour spacieux<br>- Cuisine entièrement agencée et équipée<br>- 2 chambres à coucher<br>- Salle de bains - douche - WC<br>- Terrasse<br><br>Loyer : CHF 1'820.- + CHF 170.- charges<br><br>Places de parc intérieures disponibles en sus à CHF 110.- par mois<br><br>Visite à convenir avec la locataire actuelle.</p>"
431,maintenant										</span>,-1,-1,1650,-1,69,Chemin de Pierreval 4,1007,Lausanne,46.5185937,6.6127507,2,1,1,2,1,1,1,0,0,0,"<p>comprenant : hall, 2 chambres, séjour, cuisine avec frigo, salle-de-bains, WC séparé, balcon, cave. Charges en sus à fr.130.00.<br><br><br></p>"
432,mars 2020										</span>,1952,2,1350,180,70,Avenue du Vieux-Moulin 10,1018,Lausanne,46.5328421,6.6289,2,1,1,2,1,2,1,0,0,0,"<p>Cet immeuble est situé dans le quartier de la Pontaise avec ses nombreux commerces. Le bus est à la porte. Les accès autoroutiers sont faciles. Le centre d'exposition de Beaulieu est à 10 minutes à pied.<br>Comprenant : hall, séjour, 2 chambres à coucher, cuisine agencée, salle de bains-wc, cave, galetas et 2 balcons. Place de parc extérieure N° 5 à Fr. 110.-/mois.</p>"
433,août 2020										</span>,-1,1,1550,150,59,Chemin du Levant 122,1005,Lausanne,46.5154415,6.6525034,0,0,0,0,0,1,0,0,0,0,<p>Balcon - Vue - Tranquillité - Verdure - A proximité transp. publics</p>
434,mars 2020										</span>,1923,2,3000,300,110,Avenue du Léman 2,1005,Lausanne,46.5177378,6.6431257,0,0,0,0,0,0,0,0,0,0,<p></p>
435,juillet 2020										</span>,2007,2,3600,230,150,Chemin de la Vuachère 2 A,1005,Lausanne,46.5164444,6.6505472,3,1,1,3,0,1,0,0,0,0,"<p>dans immeuble récent et résidentiel de quatre logements,<br>3 chambres, séjour, salle à manger, cuisine entièrement équipée, salle de bains, salle de douche, WC séparés, local buanderie avec machine à laver le linge et séchoir, balcon.</p>"
436,mars 2020										</span>,-1,-1,1450,-1,58,Rue du Bugnon 18,1005,Lausanne,46.5227388,6.6411239,0,0,1,2,1,1,1,1,0,0,"<p>Grand appartement de 1.5 pièces au rez-de-chaussée de 58m2 situé proche de toutes commodités, à deux pas du CHUV, de l'UNIL et de l'arrêt de métro Ours (Métro M2). <br><br>Ce logement comprenant : un hall, une cuisine agencée, une pièce à vivre, un réduit, une salle de bains/WC, un balcon et une cave.<br><br>Charge en sus. CHF 80.00.</p>"
437,maintenant										</span>,-1,-1,3490,-1,151,Avenue du Léman 16,1005,Lausanne,46.5162826,6.6441121,1,1,1,0,1,2,1,1,0,0,"<p>Situé dans un quartier très calme de Lausanne et proche de toutes commodités, ce magnifique appartement entièrement rénové comprend: un grand hall avec réduit, une cuisine entièrement équipée et agencée, un spacieux et lumineux séjour avec cheminée fonctionnelle et un balcon, trois chambres à coucher dont une avec un balcon, un bureau avec étagères intégrées aux murs et une cave. <br><br>Une place de parc extérieure vient compléter ce bien à Fr. 150.00/mois en sus. <br><br>Charges forfaitaires à Fr. 350.00/mois en sus.</p>"
438,No info,1995,2,850,50,18,,,-1,46.5208776,6.6033008,0,0,0,0,0,0,0,0,0,0,"<p>Etudiant ou personne seule, ce studio meublé est fait pour vous. Avec sa situation calme, il convient parfaitement pour étudier ou se reposer après une dure journée de travail.<br><br>A 3 minutes à pied de la station de métro M1« Malley », il est très facile de se rendre à l'Université ou l'EPFL en moins de 10 minutes. Pour le centre ville, 5 minutes suffisent.<br><br>Pour votre confort :<br></p>"
439,No info,-1,1,2990,-1,105,,,-1,-1.0,-1.0,2,1,1,4,0,3,1,0,0,0,"<p>Située dans un quartier calme et proche de toutes commodités, ce bel appartement de cinq pièces à moins de cinq minutes de La Sallaz, offre un espace habitable de 105 m2, avec une cuisine équipée et ouverte sur un spacieux séjour, un accès sur un balcon de 15 m2, trois chambres à coucher, un WC visiteur et une salle d'eau avec douche et WC . L'immeuble dispose d'une buanderie commune. Une cave et un garage complètent ce bien.<br><br>Cette offre de BETTERHOMES se caractérise par les avantages suivants: <br>- trois Chambres<br>- bien desservie<br>- deux balcons <br>- charges en sus de CHF 300.- par mois<br>- garage en sus 150.- par mois<br>- disponible de suite ou à convenir<br>- etc, etc, etc...<br><br><br><br>Intéressé? Contactez-nous pour une visite gratuite!<br>Rien qui correspond? Vous trouverez plus de 3'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.<br><br>Vous avez un bien immobilier à commercialiser?<br>Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiter<br><br><br>Plus détails<br>Situation: Dans quartier calme à 3 minutes en voiture de La Sallaz.<br>Etat du bâtiment: bon<br><br>Salles de bain: 1 (1xWC visiteurs, 1xWC/ douche)<br>Système de chauffage: Radiateur<br>Transport publics: Bus pour la Lausanne Maladiere, 5 minutes à pied<br>Ecole: École primaire et secondaire, 5-10 minutes en voiture<br>Commerces: Denner, Coop et Migros, 3 minutes en voiture<br></p>"
440,mars 2020										</span>,2013,6,3200,150,-1,Rue de la Pontaise 10,1018,Lausanne,46.5291321,6.6305499,0,0,0,0,0,0,0,0,0,0,<p></p>
441,No info,-1,4,1500,50,-1,Rue Haldimand 7,1003,Lausanne,46.5225851,6.6315277,1,1,2,1,0,0,0,0,0,0,"<p>Au coeur de Lausanne, dans une rue piétonne, studio composé d'un séjour-chambre, cuisine entièrement agencée avec vitrocéram, salle de bains.<br>Ascenseur, Buanderie.Etat neuf, Cuisine agencée.</p>"
442,No info,-1,0,2600,400,120,Chemin de la Cigale 2 B,1010,Lausanne,46.5432404,6.6487874,0,0,1,3,0,4,0,0,0,0,"<p>Ascenseur.<br>Appartement de 4,5 pièces de 120 m2 avec une belle cuisine équipée, une salle de bain / WC avec lave-linge et sèche-linge, une salle de douche, grande terrasse et jardin privatif. Places de parcs intérieures disponibles (CHF 160.-). <br>Terrasse de 17.00 m2, Traversant, WC séparé, Jardin.</p>"
443,avril 2020										</span>,-1,1,1980,285,93,Route de Chavannes 68,1007,Lausanne,46.5268618,6.589449,2,1,2,2,1,2,0,0,0,0,"<p>Grand appartement de 3.5 pièces, idéalement situé proche de l'axe autoroutier, le métro M1 et la ligne TL. <br><br>Ascenseur.<br>Ce bel appartement lumineux dispose d'un hall d'entrée avec armoires intégrées, une salle de douche et une machine lavante/séchante, un séjour avec une cuisine ouverte et un bar, deux chambres à coucher, une spacieuse salle-de-bains ainsi qu'un balcon protégé. <br> <br> Une place de parc intérieure à CHF 140.00 est également à louer (possibilité d'en louer davantage).<br>Bon état, Balcon, Objet calme, Cuisine agencée et équipée.</p>"
444,mai 2020										</span>,-1,2,2380,280,120,Route de Chavannes 68,1007,Lausanne,46.5268618,6.589449,3,1,1,1,0,1,0,0,0,0,"<p>Spacieux appartement de 4.5 pièces <br><br>Ascenseur.<br>Ce beau 4.5 pièces saura vous séduire par ses surfaces et sa disposition suivante : cuisine agencée donnant sur le séjour avec balcon, 3 chambres avec parquet, une salle-de-bains avec local pouvant servir de dressing attenant, salle-de-douche avec lavante/séchante. Possibilité de louer une place de parc intérieure en sus.</p>"
445,mars 2020										</span>,-1,1,2430,370,115,Route de Chavannes 70,1007,Lausanne,46.5270033,6.5891209,1,1,2,2,1,3,0,0,0,0,"<p>Lumineux appartement avec balcon à proximité du métro.<br><br>Ascenseur.<br>Bel appartement lumineux disposant d'un hall d'entrée avec armoires intégrées, une cuisine équipée ouverte sur salle-à-manger et séjour, trois chambres à coucher, une salle de bains, une salle de douche avec un lave/sèche linge ainsi qu'un balcon.<br> Quartier calme, situé proche de l'axe autoroutier et à quelques minutes du centre de Lausanne en voiture et métro. Possibilité de louer une place de parc intérieure en sus.<br>Bon état, Balcon, Objet calme, Cuisine agencée et équipée.</p>"
446,mars 2020										</span>,1994,0,2000,290,101,Chemin de la Chiésaz 15,1024,Ecublens,46.5270299,6.5583863,1,1,1,4,1,1,0,0,0,0,"<p>Immeuble dans un quartier calme et un cadre verdoyant, idéal pour une famille ou une colocation pour étudiants. Proche des transports publics et d'une école.<br>Ce logement comprend : hall d'entrée, trois chambres, séjour, cuisine agencée, salle de bains/WC, salle de douches/WC et balcon.<br> <br> Pour toutes demandes d'informations de contact, nous vous invitons à consulter notre site internet www.regieducroset.ch sous l'onglet « à louer ».</p>"
447,No info,-1,2,3450,-1,87,,,-1,-1.0,-1.0,0,0,2,3,0,4,0,0,0,0,"<p>Somptueux appartement de 3.5 pièces situé entre Ouchy et Vidy, offre à ses futurs locataires des accès et confort absolus. Ce magnifique appartement associe la joie de vivre à 2 pas du lac à l'accès aisé au centre ville de Lausanne. Une sublime terrasse orientée lac et dans les hauteurs est équipée d'un solarium, douche, wc, réfrigérateur et une cuisine d'été. Cet objet exceptionnel est complétement équipé, dès la connexion WIFI ultra-rapide en passant par des meubles de goût, équipement électroménager moderne jusqu'à la salle Fitness et un Hammam.<br><br>Cette offre de BETTERHOMES se caractérise par les avantages suivants: <br>- appartement meublé tout confort<br>- emplacement extraordinaire <br>- vue magnifique sur le lac Léman<br>- salle de Fitness, Hammam, Solarium et connexion WIFI <br>- terrasse avec cuisine d'été<br>- piscine de Bellerive à 3 minutes à pied<br>- balcon orienté lac, belles et grandes baies vitrées.<br>- charges CHF 300.- (électricité, Internet, chaines télé, chauffage, eau chaude, tout compris) <br> - place de parc CHF 150.- a mois<br><br><br>Intéressé? Contactez-nous pour une visite gratuite!<br>Rien qui correspond? Vous trouverez plus de 3'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.<br><br>Vous avez un bien immobilier à commercialiser?<br>Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiter<br><br><br>Plus détails<br>Situation: exceptionnelle <br>Etat du bâtiment: très bon<br><br>Salles de bain: 3 (2x wc/douche/lavabo, 1x wc/douche en terrasse)<br>Système de chauffage: Gaz, chauffage au sol<br>Transport publics: bus, 3 min à pied / metro, 10 min. à pied / gare Lausanne, 5 min. en voiture<br>Ecole: primaire, scondaire et privée, 10 min. à pied<br>Commerces: tous, centre ville de Lausanne, 5 min. en voiture<br></p>"
448,maintenant										</span>,2011,2,1675,170,74,Chemin de Champ-Colomb 1A,1024,Ecublens,46.5384861,6.571226,2,2,1,3,0,1,0,0,0,0,"<p>Ce logement situé dans un immeuble Minergie offre pour votre confort :<br><br>- Cuisine ouverte agencée<br>- Séjour<br>- 2 chambres à coucher <br>- Salle-de-bains/WC avec possibilité d'installer une colonne de lavage <br>- WC séparé<br>- Balcon <br><br>Une visite groupée aura lieu en date du lundi 24 février 2020 de 17h30 à 18h30, locataires ex. Marsala. <br><br>Possibilité de louer une place de parc intérieure en sus à Frs. 140.-/mois.<br><br>En cas d'intérêt pour l'objet, merci de nous transmettre les documents suivants:<br><br>- Demande de location (www.wincasa.ch)<br>- Copie de l'extrait de l'Office des poursuites (moins de 3 mois)<br>- Copie des trois dernières fiches de salaire<br>- Copie de la carte d'identité ou du permis de séjour</p>"
449,juin 2020										</span>,-1,5,-1,180,71,Avenue de Morges 70,1004,Lausanne,46.527031,6.6074331,2,0,1,1,1,1,0,0,0,0,"<p>Superbe appartement de 2 pièces qui se compose comme suit:<br>- spacieux hall d'entrée<br>- cuisine habitable<br>- grande salle de bains<br>- 2 chambre avec parquet<br>- balcon transversal avec vue sur le lac et les montagnes<br><br>Idéalement situé et proche de toutes les commodités.<br><br>Pour les visites, contactez le locataire actuel</p>"
450,avril 2020										</span>,-1,-1,1750,150,59,,,-1,46.531484,6.6158335,1,0,1,2,0,1,0,0,0,0,"<p>Appartement de 2,5 pièces au rez de chaussée, composé d'une entrée, d'une cuisine agencée, d'un salon / salle à manger, d'une chambre, d'une salle de douche / WC et d'une terrasse.<br><br>Proche de toutes commodités.</p>"
451,maintenant										</span>,1930,3,1950,150,79,,,-1,46.5297479,6.614,2,0,1,2,1,2,1,0,0,0,"<p>Dans magnifique immeuble des années 1930, sans ascenseur, ce beau 3.5 pièces au coeur de Lausanne en face du joli parc de Valency et de l'arrêt du LEB est refait à neuf et possède beaucoup de cachet.<br>Il se compose comme suit :<br>Hall d'entrée<br>Chambre à coucher avec armoires murales et accès balcon<br>Chambre à coucher<br>Salle de bains/WC<br>Cuisine ouverte entièrement agencée avec de nombreux rangements<br>Salon avec accès balcon<br><br>Annexes :<br>cave<br>Buanderie commune<br>Place de parc extérieure possible à CHF 90.-/mois ou possibilité de prendre un abonnement avec la commune de Lausanne<br><br>Loyer brut : CHF 2'100.-</p>"
452,No info,-1,-1,2750,-1,140,,,-1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,<p>-<br><br>Cette offre de BETTERHOMES se caractérise par les avantages suivants: <br>-<br><br><br>Intéressé? Contactez-nous pour une visite gratuite!<br>Rien qui correspond? Vous trouverez plus de 3'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.<br><br>Vous avez un bien immobilier à commercialiser?<br>Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiter<br><br><br>Plus détails<br>Situation: -<br><br>Système de chauffage: Radiateurs/Gaz<br></p>
453,No info,2018,-1,4500,-1,650,,,-1,-1.0,-1.0,0,0,1,3,0,0,0,0,0,0,"<p>Villa mitoyenne, objet confortable, située à Ecublens, propose à ses intéressés une construction moderne, neuve, des finitions extraordinaires et un équipement pour la réussite d'un confort de vie assuré. Construite selon idées modernes cette villa propose un espace de vie spacieux, lumineux agréable à vivre. Son futur locataire bénéficie d'un emplacement idéal, caractérisé par les accès faciles aux écoles (primaire, secondaire et universitaire), ainsi qu'à toutes les commodités. <br><br>Cette offre de BETTERHOMES se caractérise par les avantages suivants: <br>- neuve (construite en 2018)<br>- proche des écoles et Université<br>- lieu résidentiel (quartier de Villas)<br>- équipement moderne, dernière génération<br>- cuisine ouverte et spacieuse<br>- accès à l'autoroute très facile<br>- proche du lac <br>- charges CHF 150.- par mois<br>- etc, etc, etc...<br><br><br>Intéressé? Contactez-nous pour une visite gratuite!<br>Rien qui correspond? Vous trouverez plus de 3'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.<br><br>Vous avez un bien immobilier à commercialiser?<br>Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiter<br><br><br>Plus détails<br>Situation: zone résidentielle, très calme, discrétion absolue<br>Etat du bâtiment: neuf - construite en 2018<br><br>Salles de bain: 3 (1x wc/lavabo/douche, 1x wc/lavabo/douche, 1x wc/lavabo/douche)<br>Système de chauffage: Chauffage au sol, pompe à chaleur et panneaux solaires<br>Transport publics: Metro, 800 m /n Bus, 200 m<br>Ecole: Primaire, 750 m / Secondaire, 5 minutes en voiture / Université, 700 m<br>Commerces: Migros, Coop, Denner, Poste, 5 minutes en voiture<br></p>"
454,No info,-1,-1,2950,-1,140,,,-1,-1.0,-1.0,0,0,0,1,0,0,0,0,0,0,"<p>-<br><br>Cette offre de BETTERHOMES se caractérise par les avantages suivants: <br>-<br><br><br>Intéressé? Contactez-nous pour une visite gratuite!<br>Rien qui correspond? Vous trouverez plus de 3'300 autres objets sur: www.betterhomes.ch - Le spécialiste suisse des transactions immobilières.<br><br>Vous avez un bien immobilier à commercialiser?<br>Profitez de notre savoir-faire: https://www.betterhomes.ch/fr/profiter<br><br><br>Plus détails<br>Situation: -<br>Etat du bâtiment: -<br><br>Salles de bain: 2 (2x douche/WC)<br>Système de chauffage: Radiateurs/Gaz<br>Transport publics: Bus, 1 min à pieds<br>Ecole: Ecoles, 2 min en voiture<br>Commerces: Migros, Coop et centre commerciale, 3 min en voitures<br></p>"
455,mars 2020										</span>,-1,4,750,50,29,,,-1,46.5392038,6.6440097,0,0,1,2,0,0,0,0,1,0,"<p>Entrée, cuisinette agencée, salle de bains-WC. Réservé : un contrat est en cours pour cet objet.</p>"
456,maintenant										</span>,-1,1,1610,120,14,Chemin de Longeraie 2,1006,Lausanne,46.5157211,6.6378633,0,0,0,1,0,0,0,0,0,0,<p>Elégant immeuble situé dans un quartier calme. Toutes commodités à la porte. Gare de Lausanne à 5 minutes à pieds.<br>comprenant une pièce et WC.</p>
457,mars 2020										</span>,-1,0,3128,130,120,Route de la Feuillère 27,1010,Lausanne,46.5366167,6.6522866,5,1,2,4,1,2,1,0,0,0,"<p>Ce logement se situe au rez d'un immeuble récent de 3 étages. Orienté Ouest, il profite d'une belle luminosité jusqu'en fin de journée.<br><br>Distribué sur une surface de 120 m2, son agencement est moderne, tels que le parquet en chêne dans toutes les pièces, la cuisine totalement équipée avec lave-vaisselle, le balcon-loggia, ...<br><br>Le hall d'entrée profite d'armoires murales. L'accès aux chambres ainsi qu'aux salles d'eau se fait par le couloir d'entrée : 4 chambres à coucher, une salle de bains-WC et une salle de douches-WC. La cuisine est ouverte sur le séjour. Le balcon-loggia est spacieux et peut être habitable.<br><br>Une colonne lave-linge et sèche-linge est comprise dans la location, de même qu'une cave et une place de parc intérieure.<br><br><b>Loyer mensuel net : CHF 3'128.- </b><br><br><b>Charges : CHF 130.-</b><br><br><b>Loyer mensuel brut : CHF 3'258.- </b><br><br><b>Place de parc intérieure : CHF 200.- en sus et obligatoire.</b><br><br><b>Date d'entrée : 01.03.2020</b><br><br></p>"
